Client_name,Industry,Closed_pos,Interview_type,Gender,Curr_loc,Curr_job_loc,Interview_venue,Permission_status,Unscd_meet_status,Followup_status,AltNum_status,Resume_status,Venue_status,Call_letter_status,Ex_attend,Obs_attend,Matital_status,Skill
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Married,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Married,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Married,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Married,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Married,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,yes,yes,yes,yes,yes,yes,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,yes,yes,yes,yes,yes,yes,uncertain,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,no,yes,no,yes,yes,uncertain,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,no,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,uncertain,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,no,no,no,no,no,no,no,uncertain,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,no,no,no,no,no,no,no,no,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,no,no,no,no,no,no,no,uncertain,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,no,no,no,no,no,no,no,uncertain,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,no,no,no,no,no,no,no,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,no,no,no,no,no,no,no,uncertain,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,no,no,no,no,no,no,no,uncertain,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,no,no,no,no,no,no,no,uncertain,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,no,no,no,no,no,no,no,uncertain,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,no,no,no,no,no,no,no,uncertain,yes,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,no,no,no,no,no,no,no,no,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,no,no,no,no,no,no,no,no,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,no,no,no,no,no,no,no,uncertain,no,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,no,no,no,no,no,no,no,no,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,no,yes,yes,uncertain,yes,Single,KYC
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,no,no,no,no,no,no,no,uncertain,no,Married,KYC
Standard Chartered Bank,BFSI,Routine,scheduled,Male,Chennai,chennai,chennai,no,no,no,no,no,no,no,uncertain,no,Single,Testing
Standard Chartered Bank,BFSI,Routine,scheduled,Male,Chennai,chennai,chennai,no,no,no,no,no,no,no,uncertain,no,Single,Testing
Standard Chartered Bank,BFSI,Routine,scheduled,Male,Chennai,chennai,chennai,no,no,no,no,no,no,no,no,no,Married,Testing
Standard Chartered Bank,BFSI,Routine,scheduled,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Testing
Standard Chartered Bank,BFSI,Routine,scheduled,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Testing
